TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2024,1,3,19,0,17XX ONTARIO ST,Mount Pleasant,492393.273,5457492.9877
Theft from Vehicle,2024,1,8,22,0,17XX PARKER ST,Grandview-Woodland,495013.8108,5458108.6197
Theft from Vehicle,2024,1,25,22,30,17XX ROBSON ST,West End,490184.7452,5459826.5657
Theft from Vehicle,2024,1,5,21,30,17XX W 5TH AVE,Fairview,489425.8732,5457159.645
Theft from Vehicle,2024,2,25,14,15,17XX W BROADWAY AVE,Fairview,489407.155,5456785.4
Theft from Vehicle,2024,1,1,4,0,18XX E 13TH AVE,Kensington-Cedar Cottage,495098.0747,5456217.5579
Theft from Vehicle,2024,1,27,20,0,18XX E GEORGIA ST,Grandview-Woodland,495034.5431,5458409.185
Theft from Vehicle,2024,2,21,0,0,18XX E HASTINGS ST,Grandview-Woodland,495039.1078,5458718.2997
Theft from Vehicle,2024,2,28,18,0,18XX LORNE ST,Mount Pleasant,492750.1969,5457314.0449
Theft from Vehicle,2024,1,11,18,0,18XX NASSAU DR,Victoria-Fraserview,494948.3482,5451768.7961
Theft from Vehicle,2024,1,8,11,0,18XX ROBSON ST,West End,490140.0456,5459870.0851
Theft from Vehicle,2024,2,10,21,30,18XX STAINSBURY AVE,Kensington-Cedar Cottage,495047.2255,5455512.9794
Theft from Vehicle,2024,1,4,18,0,18XX TRIUMPH ST,Grandview-Woodland,495039.0564,5458964.486
Theft from Vehicle,2024,2,24,18,2,18XX W 5TH AVE,Kitsilano,489395.5462,5457160.3973
Theft from Vehicle,2024,1,14,0,0,18XX W 7TH AVE,Kitsilano,489394.097,5456971.5624
Theft from Vehicle,2024,1,28,15,0,18XX WILLIAM ST,Grandview-Woodland,495086.5577,5457906.0842
Theft from Vehicle,2024,2,6,12,0,19XX ADANAC ST,Grandview-Woodland,495232.2813,5458304.8078
Theft from Vehicle,2024,3,5,3,0,19XX BOUNDARY RD,Hastings-Sunrise,498272.3684,5457106.6566
Theft from Vehicle,2024,1,28,7,10,19XX E 35TH AVE,Kensington-Cedar Cottage,495130.7905,5453951.0657
Theft from Vehicle,2024,1,31,23,0,19XX E 39TH AVE,Kensington-Cedar Cottage,495209.0236,5453521.5932
Theft from Vehicle,2024,2,1,12,17,19XX E 39TH AVE,Kensington-Cedar Cottage,495209.0236,5453521.5932
Theft from Vehicle,2024,2,9,0,0,19XX E 55TH AVE,Victoria-Fraserview,495065.7282,5451947.3957
Theft from Vehicle,2024,1,25,0,0,19XX E 5TH AVE,Grandview-Woodland,495217.2882,5457018.4292
Theft from Vehicle,2024,1,2,17,45,19XX ROBSON ST,West End,490007.011,5460016.7247
Theft from Vehicle,2024,2,3,16,30,19XX ROBSON ST,West End,490030.06,5459978.6166
Theft from Vehicle,2024,1,31,16,0,19XX ROBSON ST,West End,490033.0291,5459988.8383
Theft from Vehicle,2024,2,1,12,25,19XX ROBSON ST,West End,490033.0291,5459988.8383
Theft from Vehicle,2024,1,29,0,1,19XX W 13TH AVE,Kitsilano,489128.5548,5456364.7659
Theft from Vehicle,2024,1,23,0,0,1ST AVE / BOUNDARY RD,Hastings-Sunrise,498276.8171,5457405.477
Theft from Vehicle,2024,2,8,12,44,1X E CORDOVA ST,Central Business District,492443.0033,5458848.8328
Theft from Vehicle,2024,2,10,18,40,1XX CASSIAR ST,Hastings-Sunrise,497759.4989,5458931.4624
Theft from Vehicle,2024,1,27,19,0,1XX COLUMBIA ST,Central Business District,492574.7124,5459008.5986
Theft from Vehicle,2024,2,7,14,4,1XX DUNLEVY AVE,Strathcona,493073.1314,5458992.3661
Theft from Vehicle,2024,2,11,15,36,1XX E 15TH AVE,Mount Pleasant,492555.9669,5456093.555
Theft from Vehicle,2024,2,1,16,30,1XX E 16TH AVE,Mount Pleasant,492532.7042,5455990.8625
Theft from Vehicle,2024,1,22,18,0,1XX E 2ND AVE,Mount Pleasant,492638.3431,5457374.1172
Theft from Vehicle,2024,1,5,1,0,1XX E 45TH AVE,Sunset,492592.1773,5452965.4165
Theft from Vehicle,2024,1,5,2,8,1XX E 46TH AVE,Sunset,492452.5479,5452862.5924
Theft from Vehicle,2024,2,27,4,0,1XX E 6TH AVE,Mount Pleasant,492641.961,5456971.2791
Theft from Vehicle,2024,1,28,18,0,1XX E 8TH AVE,Mount Pleasant,492517.959,5456774.6622
Theft from Vehicle,2024,3,6,21,0,1XX E BROADWAY AVE,Mount Pleasant,492521.2571,5456698.3698
Theft from Vehicle,2024,2,17,5,37,1XX E CORDOVA ST,Central Business District,492580.5494,5458852.6887
Theft from Vehicle,2024,2,26,8,25,1XX E CORDOVA ST,Central Business District,492580.5494,5458852.6887
Theft from Vehicle,2024,3,2,15,0,1XX E CORDOVA ST,Central Business District,492580.5494,5458852.6887
Theft from Vehicle,2024,3,6,10,18,1XX E CORDOVA ST,Central Business District,492580.5494,5458852.6887
Theft from Vehicle,2024,1,26,17,2,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft from Vehicle,2024,1,20,18,0,1XX E CORDOVA ST,Central Business District,492661.2653,5458840.7203
Theft from Vehicle,2024,1,22,23,0,1XX E PENDER ST,Central Business District,492565.8345,5458632.4699
Theft from Vehicle,2024,2,1,20,0,1XX E PENDER ST,Central Business District,492565.8345,5458632.4699
Theft from Vehicle,2024,1,3,8,0,1XX KEEFER PL,Central Business District,492116.1663,5458564.2081
Theft from Vehicle,2024,1,12,16,24,1XX KEEFER PL,Central Business District,492118.2,5458573.1231
Theft from Vehicle,2024,1,1,17,50,1XX KEEFER PL,Central Business District,492120.9678,5458563.1128
Theft from Vehicle,2024,1,13,0,27,1XX KEEFER PL,Central Business District,492121.8011,5458572.3016
Theft from Vehicle,2024,1,24,7,40,1XX KEEFER PL,Central Business District,492123.0015,5458572.0278
Theft from Vehicle,2024,1,15,20,26,1XX KEEFER PL,Central Business District,492168.9825,5458552.1597
Theft from Vehicle,2024,2,10,22,16,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Theft from Vehicle,2024,2,24,21,0,1XX KEEFER ST,Central Business District,492725.4136,5458526.1607
Theft from Vehicle,2024,2,1,17,0,1XX MILROSS AVE,Central Business District,492615.6419,5458155.4826
Theft from Vehicle,2024,2,21,10,0,1XX NATIONAL AVE,Central Business District,492701.3225,5458033.8236
Theft from Vehicle,2024,2,18,15,0,1XX POWELL ST,Central Business District,492616.427,5458942.1477
Theft from Vehicle,2024,2,20,14,0,1XX POWELL ST,Central Business District,492638.4222,5458941.493
Theft from Vehicle,2024,1,26,20,0,1XX ROBSON ST,Central Business District,491697.0257,5458340.4428
Theft from Vehicle,2024,2,22,20,0,1XX ROBSON ST,Central Business District,491705.8559,5458332.0236
Theft from Vehicle,2024,2,4,23,0,1XX SW MARINE DR,Marpole,492026.8688,5451072.4216
Theft from Vehicle,2024,2,19,11,49,1XX W 10TH AVE,Mount Pleasant,492174.7223,5456604.8871
Theft from Vehicle,2024,1,16,20,0,1XX W 1ST AVE,Mount Pleasant,492066.4326,5457499.038
Theft from Vehicle,2024,2,13,20,17,1XX W 1ST AVE,Mount Pleasant,492070.2898,5457498.8803
Theft from Vehicle,2024,1,21,8,55,1XX W 7TH AVE,Mount Pleasant,492075.6244,5456896.9249
Theft from Vehicle,2024,1,25,2,27,1XX W BROADWAY AVE,Mount Pleasant,492165.7798,5456701.8709
Theft from Vehicle,2024,1,5,19,0,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,1,6,10,30,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,2,5,8,30,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,2,7,17,0,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,3,1,18,17,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,3,3,7,59,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2024,1,27,15,30,1XX W CORDOVA ST,Central Business District,492206.3375,5458916.175
Theft from Vehicle,2024,1,25,13,5,1XX W CORDOVA ST,Central Business District,492226.5253,5458910.8227
Theft from Vehicle,2024,1,6,22,0,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,1,30,18,0,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,2,3,13,13,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,2,25,21,0,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,2,26,11,0,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,3,3,8,27,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Theft from Vehicle,2024,1,3,10,45,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,1,4,14,6,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,1,9,8,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,1,11,7,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,2,24,11,15,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,2,24,20,25,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,2,27,3,55,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,2,28,13,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2024,1,24,18,30,1XX W PENDER ST,Central Business District,492090.5951,5458725.3761
Theft from Vehicle,2024,2,22,0,25,1XX WALTER HARDWICK AVE,Mount Pleasant,492194.3346,5457576.7743
Theft from Vehicle,2024,1,4,15,15,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,1,5,11,45,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,1,7,22,20,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,2,8,16,30,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,2,12,10,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,3,1,16,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,3,1,20,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,3,3,9,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2024,1,22,13,5,1XX WATER ST,Central Business District,492212.9631,5459029.0573
Theft from Vehicle,2024,2,1,17,55,20XX ADANAC ST,Grandview-Woodland,495371.0609,5458302.6472
Theft from Vehicle,2024,3,7,18,11,20XX BARCLAY ST,West End,489742.9421,5459975.0184
Theft from Vehicle,2024,1,25,20,45,20XX CORNWALL AVE,Kitsilano,489048.3851,5457757.4159
Theft from Vehicle,2024,1,29,13,42,20XX DUNDAS ST,Grandview-Woodland,495382.3638,5459114.5171
Theft from Vehicle,2024,1,9,16,0,20XX E 23RD AVE,Kensington-Cedar Cottage,495267.0813,5455177.0148
Theft from Vehicle,2024,1,1,21,0,20XX E 25TH AVE,Kensington-Cedar Cottage,495309.1634,5455087.6062
Theft from Vehicle,2024,1,9,12,0,20XX E 27TH AVE,Kensington-Cedar Cottage,495269.0202,5454884.7393
Theft from Vehicle,2024,2,2,18,0,20XX E 35TH AVE,Kensington-Cedar Cottage,495249.7742,5453925.3597
Theft from Vehicle,2024,2,6,21,0,20XX E 44TH AVE,Victoria-Fraserview,495239.0553,5453063.2257
Theft from Vehicle,2024,2,22,16,0,20XX FRASERVIEW DR,Victoria-Fraserview,495271.9905,5451014.3753
Theft from Vehicle,2024,3,2,23,0,20XX PENDRELL ST,West End,489547.8946,5459700.431
Theft from Vehicle,2024,2,25,18,0,20XX QUILCHENA CRES,Arbutus Ridge,488939.3369,5454277.0055
Theft from Vehicle,2024,1,7,0,0,20XX STAINSBURY AVE,Kensington-Cedar Cottage,495303.7719,5455384.8653
Theft from Vehicle,2024,2,25,19,30,20XX TRIUMPH ST,Grandview-Woodland,495384.3479,5459016.404
Theft from Vehicle,2024,1,21,9,57,20XX W 11TH AVE,Kitsilano,488970.6155,5456579.3091
Theft from Vehicle,2024,2,13,11,5,20XX W 2ND AVE,Kitsilano,488975.1381,5457464.5862
Theft from Vehicle,2024,1,9,9,48,20XX W 33RD AVE,Arbutus Ridge,488849.8951,5454386.6146
Theft from Vehicle,2024,1,17,17,0,20XX W 8TH AVE,Kitsilano,489041.9141,5456889.2301
Theft from Vehicle,2024,2,9,10,0,21XX COMMERCIAL DR,Grandview-Woodland,494931.2357,5456957.6901
Theft from Vehicle,2024,1,2,13,0,21XX E 28TH AVE,Kensington-Cedar Cottage,495439.9279,5454778.409
Theft from Vehicle,2024,2,9,20,30,21XX E 28TH AVE,Kensington-Cedar Cottage,495521.7507,5454787.2311
Theft from Vehicle,2024,2,9,22,0,21XX E 38TH AVE,Kensington-Cedar Cottage,495356.1898,5453679.7933
Theft from Vehicle,2024,1,25,18,0,21XX E 3RD AVE,Grandview-Woodland,495501.3306,5457215.6872
Theft from Vehicle,2024,1,21,22,14,21XX E 42ND AVE,Victoria-Fraserview,495457.6451,5453259.0105
Theft from Vehicle,2024,2,16,13,30,21XX E HASTINGS ST,Grandview-Woodland,495517.648,5458719.8859
Theft from Vehicle,2024,2,23,23,15,21XX SOUTHSIDE DR,Victoria-Fraserview,495310.1766,5450632.0468
Theft from Vehicle,2024,2,4,14,38,21XX STANLEY PARK DR,Stanley Park,491433.2538,5460813.096
Theft from Vehicle,2024,1,15,0,0,21XX W 2ND AVE,Kitsilano,488770.519,5457479.0615
Theft from Vehicle,2024,3,4,22,0,21XX W 7TH AVE,Kitsilano,488866.3369,5456996.089
Theft from Vehicle,2024,1,3,4,30,22XX BALACLAVA ST,Kitsilano,487353.1058,5457118.381
Theft from Vehicle,2024,2,17,8,0,22XX BALACLAVA ST,Kitsilano,487353.1058,5457118.381
Theft from Vehicle,2024,3,6,22,30,22XX E 45TH AVE,Victoria-Fraserview,495592.4712,5452956.9991
Theft from Vehicle,2024,1,18,0,0,22XX E 47TH AVE,Victoria-Fraserview,495470.2457,5452758.8168
Theft from Vehicle,2024,2,19,18,0,22XX E 8TH AVE,Grandview-Woodland,495629.5571,5456711.4027
Theft from Vehicle,2024,1,2,8,30,22XX EDDINGTON DR,Arbutus Ridge,488484.1376,5454828.3074
Theft from Vehicle,2024,1,29,16,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571
Theft from Vehicle,2024,1,1,1,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495578.8772,5454474.0354
Theft from Vehicle,2024,2,18,0,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495610.7532,5454462.9321
Theft from Vehicle,2024,2,23,13,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495610.7532,5454462.9321
Theft from Vehicle,2024,1,23,6,0,22XX ONTARIO ST,Mount Pleasant,492380.783,5456978.2633
Theft from Vehicle,2024,3,3,21,0,22XX SLOCAN ST,Hastings-Sunrise,496403.0305,5456888.3694
Theft from Vehicle,2024,3,3,4,0,22XX TRINITY ST,Grandview-Woodland,495688.7679,5459616.443
Theft from Vehicle,2024,1,1,6,0,22XX TRIUMPH ST,Grandview-Woodland,495701.0497,5459014.6977
Theft from Vehicle,2024,2,27,5,0,22XX VENABLES ST,Grandview-Woodland,495652.0202,5458202.5416
Theft from Vehicle,2024,1,28,14,0,22XX W 12TH AVE,Kitsilano,488547.2758,5456489.4443
Theft from Vehicle,2024,1,29,16,37,22XX W 12TH AVE,Kitsilano,488547.2758,5456489.4443
Theft from Vehicle,2024,1,7,0,30,22XX W 40TH AVE,Arbutus Ridge,488449.7425,5453653.6788
Theft from Vehicle,2024,1,11,22,0,22XX WILLIAM ST,Grandview-Woodland,495683.6986,5457897.5713
Theft from Vehicle,2024,1,2,1,0,23XX DUNDAS ST,Grandview-Woodland,495818.8782,5459112.2032
Theft from Vehicle,2024,1,18,21,30,23XX MCBAIN AVE,Arbutus Ridge,488404.0387,5455095.4562
Theft from Vehicle,2024,2,3,3,30,23XX MCMULLEN AVE,Arbutus Ridge,488405.1784,5454991.5721
Theft from Vehicle,2024,1,1,16,52,23XX RENFREW ST,Hastings-Sunrise,496770.637,5456753.3393
Theft from Vehicle,2024,1,27,3,0,23XX TOLMIE ST,West Point Grey,484569.3085,5457098.3194
Theft from Vehicle,2024,1,20,18,0,23XX W 10TH AVE,Kitsilano,488483.6469,5456703.4747
Theft from Vehicle,2024,1,13,20,0,23XX W 3RD AVE,Kitsilano,488538.8706,5457377.7424
Theft from Vehicle,2024,1,21,0,0,24XX ADANAC ST,Hastings-Sunrise,496005.0751,5458307.6252
Theft from Vehicle,2024,1,19,0,53,24XX ASH ST,Fairview,491458.4035,5456827.0603
Theft from Vehicle,2024,2,9,18,57,24XX CAMBIE ST,Fairview,491636.2151,5456792.1379
Theft from Vehicle,2024,2,23,14,0,24XX CAROLINA ST,Mount Pleasant,493381.8557,5456740.281
Theft from Vehicle,2024,2,5,17,16,24XX E 10TH AVE,Renfrew-Collingwood,495884.544,5456469.2118
Theft from Vehicle,2024,2,13,22,0,24XX E 26TH AVE,Renfrew-Collingwood,495972.1853,5454922.5654
Theft from Vehicle,2024,2,13,11,21,24XX E 28TH AVE,Renfrew-Collingwood,495884.9688,5454734.8442
Theft from Vehicle,2024,2,21,0,0,24XX E 29TH AVE,Renfrew-Collingwood,495978.8288,5454646.3231
Theft from Vehicle,2024,1,19,22,30,24XX E 33RD AVE,Renfrew-Collingwood,495887.8512,5454108.3101
Theft from Vehicle,2024,2,27,0,0,24XX E 48TH AVE,Victoria-Fraserview,495806.6099,5452550.5443
Theft from Vehicle,2024,1,4,8,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.0267
Theft from Vehicle,2024,1,23,19,30,24XX E HASTINGS ST,Hastings-Sunrise,495987.6469,5458709.4577
Theft from Vehicle,2024,1,16,20,0,24XX ETON ST,Hastings-Sunrise,495989.6807,5459438.6866
Theft from Vehicle,2024,2,1,16,0,24XX ONTARIO ST,Mount Pleasant,492374.6029,5456741.8149
Theft from Vehicle,2024,1,12,20,0,24XX PRINCE EDWARD ST,Mount Pleasant,493014.65,5456728.9028
Theft from Vehicle,2024,1,8,23,0,24XX RUPERT ST,Hastings-Sunrise,497555.5374,5456677.1771
Theft from Vehicle,2024,1,12,14,0,24XX W 43RD AVE,Kerrisdale,488247.9302,5453345.1424
Theft from Vehicle,2024,2,10,7,0,24XX YORK AVE,Kitsilano,488335.3792,5457687.6252
Theft from Vehicle,2024,2,6,8,0,25XX CAMBIE ST,Fairview,491632.1533,5456670.7306
Theft from Vehicle,2024,1,7,18,56,25XX CARNARVON ST,Kitsilano,487476.7036,5456809.6436
Theft from Vehicle,2024,2,18,3,30,25XX E 25TH AVE,Renfrew-Collingwood,496053.306,5455025.6977
Theft from Vehicle,2024,2,25,21,0,25XX E 42ND AVE,Victoria-Fraserview,496091.034,5453218.3019
Theft from Vehicle,2024,2,21,0,0,25XX E 6TH AVE,Hastings-Sunrise,496078.1168,5456896.0687
Theft from Vehicle,2024,3,5,23,0,25XX KINGSWAY AVE,Renfrew-Collingwood,496112.2216,5454099.5068
Theft from Vehicle,2024,1,4,20,0,25XX KITCHENER ST,Hastings-Sunrise,496022.5539,5457723.8481
Theft from Vehicle,2024,1,4,15,40,25XX MCGILL ST,Hastings-Sunrise,496038.89,5459550.6358
Theft from Vehicle,2024,2,7,21,0,25XX PANDORA ST,Hastings-Sunrise,496179.2802,5458911.9308
Theft from Vehicle,2024,2,21,15,0,25XX VENABLES ST,Hastings-Sunrise,496029.2665,5458205.2268
Theft from Vehicle,2024,2,21,5,24,25XX W 14TH AVE,Kitsilano,488164.2733,5456291.0593
Theft from Vehicle,2024,3,2,12,0,25XX W 16TH AVE,Kitsilano,488120.503,5456094.8003
Theft from Vehicle,2024,1,2,21,0,25XX W 6TH AVE,Kitsilano,488182.0526,5457095.775
Theft from Vehicle,2024,2,2,1,0,25XX W 7TH AVE,Kitsilano,488066.6145,5457016.2922
Theft from Vehicle,2024,1,10,0,0,26XX CHARLES ST,Hastings-Sunrise,496327.1867,5457840.6226
Theft from Vehicle,2024,1,14,0,0,26XX DUKE ST,Renfrew-Collingwood,496357.9255,5454050.1693
Theft from Vehicle,2024,2,3,17,0,26XX E 48TH AVE,Victoria-Fraserview,496028.7636,5452569.0086
Theft from Vehicle,2024,1,23,22,0,26XX E 53RD AVE,Victoria-Fraserview,496014.731,5452038.1234
Theft from Vehicle,2024,2,20,21,0,26XX E 6TH AVE,Hastings-Sunrise,496213.7816,5456886.17
Theft from Vehicle,2024,1,2,2,30,26XX ETON ST,Hastings-Sunrise,496227.9976,5459439.4766
Theft from Vehicle,2024,1,17,0,0,26XX MCBAIN AVE,Arbutus Ridge,488183.5563,5454970.0678
Theft from Vehicle,2024,2,10,15,18,26XX W 5TH AVE,Kitsilano,487978.6662,5457194.6974
Theft from Vehicle,2024,1,29,22,0,26XX WARD ST,Renfrew-Collingwood,496303.0504,5454179.5514
Theft from Vehicle,2024,1,3,18,0,27XX ALMA ST,West Point Grey,486468.4797,5456573.5998
Theft from Vehicle,2024,1,3,23,0,27XX ALMA ST,Kitsilano,486477.47,5456657.7686
Theft from Vehicle,2024,1,19,3,10,27XX CHEYENNE AVE,Renfrew-Collingwood,496396.6614,5454329.0732
Theft from Vehicle,2024,2,9,5,30,27XX COLUMBIA ST,Mount Pleasant,492035.5114,5456501.1872
Theft from Vehicle,2024,2,17,10,15,27XX E 24TH AVE,Renfrew-Collingwood,496501.3144,5455120.5678
Theft from Vehicle,2024,1,19,17,30,27XX E 25TH AVE,Renfrew-Collingwood,496388.8911,5455013.9667
Theft from Vehicle,2024,2,3,10,0,27XX E 45TH AVE,Victoria-Fraserview,496315.6278,5452955.802
Theft from Vehicle,2024,1,11,22,0,27XX E 56TH AVE,Victoria-Fraserview,496254.6727,5451792.2765
Theft from Vehicle,2024,1,18,7,0,27XX E KENT AVE N,Killarney,496291.7075,5450385.2042
Theft from Vehicle,2024,3,5,12,0,27XX HORLEY ST,Renfrew-Collingwood,496466.3267,5454180.2927
Theft from Vehicle,2024,2,7,0,0,27XX HORLEY ST,Renfrew-Collingwood,496490.8958,5454175.9041
Theft from Vehicle,2024,2,18,11,0,27XX MAIN ST,Mount Pleasant,492636.6324,5456481.4767
Theft from Vehicle,2024,3,3,12,17,27XX NAPIER ST,Hastings-Sunrise,496416.8107,5458020.3981
Theft from Vehicle,2024,2,15,23,0,27XX PANDORA ST,Hastings-Sunrise,496418.107,5458910.7164
Theft from Vehicle,2024,2,15,8,11,27XX PARKER ST,Hastings-Sunrise,496418.3747,5458121.7692
Theft from Vehicle,2024,1,4,3,0,27XX PINE ST,Fairview,489567.0765,5456560.4842
Theft from Vehicle,2024,1,13,0,0,27XX PRINCE EDWARD ST,Mount Pleasant,493007.2142,5456436.9842
Theft from Vehicle,2024,1,13,18,0,27XX SE MARINE DR,Killarney,496267.2143,5450511.6352
Theft from Vehicle,2024,2,7,23,0,27XX W 10TH AVE,Kitsilano,487894.3794,5456723.6679
Theft from Vehicle,2024,2,4,18,0,27XX W 18TH AVE,Arbutus Ridge,487985.1805,5455967.3991
Theft from Vehicle,2024,1,15,2,13,27XX WARD ST,Renfrew-Collingwood,496481.9937,5454076.9752
Theft from Vehicle,2024,1,23,21,53,28XX CAMBIE ST,Mount Pleasant,491637.7669,5456322.4923
Theft from Vehicle,2024,1,23,21,0,28XX CHEYENNE AVE,Renfrew-Collingwood,496545.0295,5454237.3302
Theft from Vehicle,2024,1,10,23,0,28XX E 10TH AVE,Renfrew-Collingwood,496586.8796,5456458.6563
Theft from Vehicle,2024,2,17,19,0,28XX E 23RD AVE,Renfrew-Collingwood,496614.9008,5455218.7243
Theft from Vehicle,2024,1,6,0,13,28XX E 24TH AVE,Renfrew-Collingwood,496683.2827,5455110.7938
Theft from Vehicle,2024,1,1,17,0,28XX GRANDVIEW HWY,Renfrew-Collingwood,496736.3056,5456164.2212
Theft from Vehicle,2024,1,20,9,50,28XX GRANVILLE ST,Fairview,489910.7628,5456361.8378
Theft from Vehicle,2024,1,5,22,0,28XX PARKER ST,Hastings-Sunrise,496593.3939,5458064.9526
Theft from Vehicle,2024,1,3,5,0,28XX POINT GREY RD,Kitsilano,487574.4321,5457609.2821
Theft from Vehicle,2024,2,12,19,0,28XX VICTORIA DR,Kensington-Cedar Cottage,495196.7066,5456301.8385
Theft from Vehicle,2024,2,2,22,0,28XX W 21ST AVE,Arbutus Ridge,487671.4813,5455678.8242
Theft from Vehicle,2024,2,8,16,0,29XX E 2ND AVE,Hastings-Sunrise,496872.0551,5457307.4357
Theft from Vehicle,2024,1,20,10,0,29XX GRANVILLE ST,Fairview,489901.3039,5456265.0471
Theft from Vehicle,2024,2,12,2,0,29XX HORLEY ST,Renfrew-Collingwood,496711.2216,5454040.5404
Theft from Vehicle,2024,1,8,6,40,29XX W 29TH AVE,Dunbar-Southlands,487606.0255,5454826.2787
Theft from Vehicle,2024,1,7,22,0,29XX W 30TH AVE,Dunbar-Southlands,487607.1568,5454719.0493
Theft from Vehicle,2024,1,3,16,0,29XX W 4TH AVE,Kitsilano,487548.6167,5457305.3419
Theft from Vehicle,2024,3,7,16,14,29XX W 4TH AVE,Kitsilano,487548.6167,5457305.3419
Theft from Vehicle,2024,2,22,23,30,29XX WALL ST,Hastings-Sunrise,496795.4544,5459809.7597
Theft from Vehicle,2024,1,5,18,0,2X W 2ND AVE,Mount Pleasant,492344.7192,5457388.9708
Theft from Vehicle,2024,1,1,4,0,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,2,4,17,52,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,2,9,10,0,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,2,14,5,30,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,2,15,8,56,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,2,29,12,45,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Theft from Vehicle,2024,1,6,15,0,2XX COLUMBIA ST,Central Business District,492561.3391,5458866.0853
Theft from Vehicle,2024,2,8,21,0,2XX COLUMBIA ST,Central Business District,492561.9535,5458885.7473
Theft from Vehicle,2024,2,12,0,1,2XX DUNLEVY AVE,Strathcona,493071.4675,5458931.4982
Theft from Vehicle,2024,2,29,12,0,2XX E 24TH AVE,Riley Park,492710.3351,5455184.6397
Theft from Vehicle,2024,1,14,0,0,2XX E 24TH AVE,Riley Park,492805.7288,5455182.6025
Theft from Vehicle,2024,1,11,7,6,2XX E 4TH AVE,Mount Pleasant,492757.0608,5457170.8904
Theft from Vehicle,2024,2,9,21,30,2XX E 5TH AVE,Mount Pleasant,492678.4461,5457071.843
Theft from Vehicle,2024,2,22,0,0,2XX E 65TH AVE,Sunset,492652.8082,5451005.0058
Theft from Vehicle,2024,1,2,6,30,2XX E 6TH AVE,Mount Pleasant,492670.2148,5456971.5223
Theft from Vehicle,2024,1,19,19,10,2XX E GEORGIA ST,Strathcona,492744.755,5458423.9184
Theft from Vehicle,2024,2,20,2,27,2XX E PENDER ST,Strathcona,492750.3323,5458625.3598
